5aa2ad7735d6d34b0032a795,https://www.tokopedia.com/philipselectric/lampu-philips-led-13-watt-13watt-13w-13-w-1-paket-4-pcs?trkid=f%3DCa989L000P0W0S0Sh00Co0Po0Fr0Cb0_src%3Ddirectory_page%3D1_ob%3D5_q%3D_po%3D1_catid%3D1024,952.0,3.0
5aa39533ae1f941be7165ecd,https://www.tokopedia.com/momoboutique/mesin-jahit-mini-portable-fhsm-202-new-versi-ada-lampunya?trkid=f%3DCa50L000P0W0S0Sh00Co0Po0Fr0Cb0_src%3Ddirectory_page%3D1_ob%3D5_q%3D_po%3D2_catid%3D577,935.0,3.0
5a93e8768cbad97881597597,https://www.tokopedia.com/tokotoped/kapas-japan-organic-cotton-vaporizer-japanese-jepang-organik?trkid=f%3DCa2090L000P0W0S0Sh00Co0Po0Fr0Cb0_src%3Ddirectory_page%3D1_ob%3D5_q%3D_po%3D1_catid%3D2095,657.0,3.0
5a95d7ae35d6d33d3fea56ff,https://www.tokopedia.com/souvigameshop/paling-murah-new-google-chromecast-2-2015?trkid=f%3DCa27L000P0W0S0Sh00Co0Po0Fr0Cb0_src%3Ddirectory_page%3D1_ob%3D5_q%3D_po%3D1_catid%3D665,640.0,3.0
5aa274ad8cbad96d9a0c50be,https://www.tokopedia.com/haryokostore/headset-bluetooth-beats-studio-oem?trkid=f%3DCa25L000P0W0S0Sh00Co0Po0Fr0Cb0_src%3Ddirectory_page%3D1_ob%3D5_q%3D_po%3D8_catid%3D563,631.0,3.0
5aa2c35e35d6d34b0032a796,https://www.tokopedia.com/philipselectric/lampu-led-philips-105-watt-105-watt-105watt-105watt-paket-4-pcs?trkid=f%3DCa989L000P0W0S0Sh00Co0Po0Fr0Cb0_src%3Ddirectory_page%3D1_ob%3D5_q%3D_po%3D2_catid%3D1024,594.0,1.0
5aa3123c8cbad96d9a0c50d5,https://www.tokopedia.com/megaacc3/speaker-bluetooth-beats-pill?trkid=f%3DCa25L000P0W0S0Sh00Co0Po0Fr0Cb0_src%3Ddirectory_page%3D1_ob%3D5_q%3D_po%3D30_catid%3D562,579.0,3.0
5aa8708d8cbad94892a38d63,https://www.tokopedia.com/caricariinfo/antena-tv-wajan-bolic-kualitas-superjernih-bisa-indoor-bisa-jd-penguat-sinyal-internet-modem?trkid=f%3DCa655L000P0W0S0Sh00Co0Po0Fr0Cb0_src%3Ddirectory_page%3D1_ob%3D5_q%3D_po%3D23_catid%3D661,567.0,3.0
5aa2e5db35d6d34b0032a799,https://www.tokopedia.com/agenled/lampu-tumblr-lampu-natal-led-twinkle-light-lampu-dekorasi-hias?trkid=f%3DCa989L000P0W0S0Sh00Co0Po0Fr0Cb0_src%3Ddirectory_page%3D1_ob%3D5_q%3D_po%3D5_catid%3D1030,533.0,3.0
5aa3f19eae1f941be7165eda,https://www.tokopedia.com/tokogrosindo/mesin-jahit-portable-mini-fhsm-202-new-versi-ada-tambahan-lampunya?trkid=f%3DCa50L000P0W0S0Sh00Co0Po0Fr0Cb0_src%3Ddirectory_page%3D1_ob%3D5_q%3D_po%3D10_catid%3D577,522.0,3.0
5a923d7eb8a9f70b2a734fae,https://www.tokopedia.com/emasbiru/100ml-premium-eliquid-vaporizer-vaping-vape-liquid-refill-100-ml-refil?trkid=f%3DCa2090L000P0W0S0Sh00Co0Po0Fr0Cb0_src%3Ddirectory_page%3D4_ob%3D5_q%3D_po%3D31_catid%3D2096,520.0,3.0
5aa286878cbad96d9a0c50bf,https://www.tokopedia.com/rgaksesorishp/headset-earphone-handsfree-samsung-original-100-non-pack?trkid=f%3DCa25L000P0W0S0Sh00Co0Po0Fr0Cb0_src%3Ddirectory_page%3D1_ob%3D5_q%3D_po%3D9_catid%3D563,519.0,3.0
5ab131fc8cbad96516b73b4f,https://www.tokopedia.com/mega-acc/camera-cctv-micro-sd-cctv-memory-micro-tanpa-dvr?trkid=f%3DCa548L000P0W0S0Sh00Co0Po0Fr0Cb0_src%3Ddirectory_page%3D1_ob%3D5_q%3D_po%3D6_catid%3D550,476.0,3.0
5aa2d0e135d6d34b0032a797,https://www.tokopedia.com/1step/lampu-led-bulb-philips-13w-paket-3-free-1-13-w-watt-13watt?trkid=f%3DCa989L000P0W0S0Sh00Co0Po0Fr0Cb0_src%3Ddirectory_page%3D1_ob%3D5_q%3D_po%3D3_catid%3D1024,474.0,3.0
5aa2a3d18cbad96d9a0c50c2,https://www.tokopedia.com/northtech/headphone-sony-extra-bass-premium?trkid=f%3DCa25L000P0W0S0Sh00Co0Po0Fr0Cb0_src%3Ddirectory_page%3D1_ob%3D5_q%3D_po%3D12_catid%3D564,452.0,3.0
5aa292848cbad96d9a0c50c0,https://www.tokopedia.com/bluekomputer/headphone-sony-extra-bass-mdr-xb450ap-mic?trkid=f%3DCa25L000P0W0S0Sh00Co0Po0Fr0Cb0_src%3Ddirectory_page%3D1_ob%3D5_q%3D_po%3D10_catid%3D564,449.0,3.0
5aa2fee335d6d34b0032a79b,https://www.tokopedia.com/1light/lampu-natal-led-warna-rgb-twinkle-light-hias-pohon-tumblr-dekor?trkid=f%3DCa989L000P0W0S0Sh00Co0Po0Fr0Cb0_src%3Ddirectory_page%3D1_ob%3D5_q%3D_po%3D7_catid%3D1030,447.0,3.0
5aa416a5ae1f941be7165ede,https://www.tokopedia.com/laquinnashop/penahan-hembusan-ac-akrilik-ac-talang-ac-material-acrylic?trkid=f%3DCa50L000P0W0S0Sh00Co0Po0Fr0Cb0_src%3Ddirectory_page%3D1_ob%3D5_q%3D_po%3D4_catid%3D577,440.0,3.0
5aa80aff8cbad94892a38d4c,https://www.tokopedia.com/unikiki/bracket-tv-lcd-led-14-32-inchi?trkid=f%3DCa655L000P0W0S0Sh00Co0Po0Fr0Cb0_src%3Ddirectory_page%3D1_ob%3D5_q%3D_po%3D1_catid%3D660,436.0,3.0
5ab10da48cbad96516b73b4a,https://www.tokopedia.com/instaxstudio/xiaomi-xiaofang-smart-wifi-ip-camera-cctv-1080p-with-nightvision?trkid=f%3DCa548L000P0W0S0Sh00Co0Po0Fr0Cb0_src%3Ddirectory_page%3D1_ob%3D5_q%3D_po%3D1_catid%3D550,430.0,3.0
5a96180a8cbad9254c75d70b,https://www.tokopedia.com/unikiki/bracket-tv-lcd-led-14-32-inchi?src=topads,420.0,3.0
5aa3acaaae1f941be7165ece,https://www.tokopedia.com/pusatmp4/sewing-machine-s2-fhsm-202-gt-202-mesin-jahit-mini?trkid=f%3DCa50L000P0W0S0Sh00Co0Po0Fr0Cb0_src%3Ddirectory_page%3D1_ob%3D5_q%3D_po%3D3_catid%3D577,419.0,3.0
5aa38c5bae1f941be7165ecc,https://www.tokopedia.com/terminalvapor/begal-wire-vaping-wire-awg-26-10m?trkid=f%3DCa50L000P0W0S0Sh00Co0Po0Fr0Cb0_src%3Ddirectory_page%3D1_ob%3D5_q%3D_po%3D1_catid%3D577,414.0,3.0
5aa3feebae1f941be7165edb,https://www.tokopedia.com/nipponpowerbank/radio-ht-hand-talky-baofeng-bf-888s?trkid=f%3DCa50L000P0W0S0Sh00Co0Po0Fr0Cb0_src%3Ddirectory_page%3D1_ob%3D5_q%3D_po%3D9_catid%3D577,399.0,3.0
5aa3135f35d6d34b0032a79d,https://www.tokopedia.com/1step/lampu-led-bulb-philips-105w-paket-3-free-1-105-w-watt-10-5-watt?trkid=f%3DCa989L000P0W0S0Sh00Co0Po0Fr0Cb0_src%3Ddirectory_page%3D1_ob%3D5_q%3D_po%3D9_catid%3D1024,398.0,3.0
5a94002e8cbad97881597599,https://www.tokopedia.com/tokotoped/vetus-pinset-tweezer-curved-cotton-wicking-kanthal-vaporizer-rda?trkid=f%3DCa2090L000P0W0S0Sh00Co0Po0Fr0Cb0_src%3Ddirectory_page%3D1_ob%3D5_q%3D_po%3D3_catid%3D2092,387.0,3.0
5a939ff735d6d3672e10fff5,https://www.tokopedia.com/shennyshop/power-bank-kipas-angin-mini-portable-mini-fan-usb-portable?trkid=f%3DCa50L000P0W0S0Sh00Co0Po0Fr0Cb0_src%3Ddirectory_page%3D2_ob%3D5_q%3D_po%3D50_catid%3D667,382.0,3.0
5aa37411f97c5d21d7206756,https://www.tokopedia.com/saudaramuda/senter-swat-police-99000w-baichuan-8460-1?trkid=f%3DCa989L000P0W0S0Sh00Co0Po0Fr0Cb0_src%3Ddirectory_page%3D1_ob%3D5_q%3D_po%3D43_catid%3D1025,382.0,3.0
5a9408578cbad9788159759a,https://www.tokopedia.com/tokotoped/tank-track-kanthal-a1-coil-03-ohm-fused-clapton-kantal-alien-ribbon?trkid=f%3DCa2090L000P0W0S0Sh00Co0Po0Fr0Cb0_src%3Ddirectory_page%3D1_ob%3D5_q%3D_po%3D4_catid%3D2094,382.0,3.0
5aa25add8cbad96d9a0c50bb,https://www.tokopedia.com/1bestchoice/diy-earbud-sennheiser-mx500-earphonemic-upgrade-version-bass-headset?trkid=f%3DCa25L000P0W0S0Sh00Co0Po0Fr0Cb0_src%3Ddirectory_page%3D1_ob%3D5_q%3D_po%3D5_catid%3D563,379.0,3.0
5aa2dbcc35d6d34b0032a798,https://www.tokopedia.com/pipeline/lampu-natal-led-twinkle-lurus-tumblr-hias-warm-white?trkid=f%3DCa989L000P0W0S0Sh00Co0Po0Fr0Cb0_src%3Ddirectory_page%3D1_ob%3D5_q%3D_po%3D4_catid%3D1030,377.0,3.0
